method,n_repeats,n_subjects,outer_folds_per_repeat,inner_folds,selected_features,C,gamma,accuracy_mean,accuracy_std,accuracy_ci95_low,accuracy_ci95_high,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,macro_f1_mean,macro_f1_std,macro_f1_ci95_low,macro_f1_ci95_high,healthy_precision_mean,healthy_precision_std,healthy_precision_ci95_low,healthy_precision_ci95_high,healthy_recall_mean,healthy_recall_std,healthy_recall_ci95_low,healthy_recall_ci95_high,healthy_f1_mean,healthy_f1_std,healthy_f1_ci95_low,healthy_f1_ci95_high,parkinson_precision_mean,parkinson_precision_std,parkinson_precision_ci95_low,parkinson_precision_ci95_high,parkinson_recall_mean,parkinson_recall_std,parkinson_recall_ci95_low,parkinson_recall_ci95_high,parkinson_f1_mean,parkinson_f1_std,parkinson_f1_ci95_low,parkinson_f1_ci95_high,roc_auc_mean,roc_auc_std,roc_auc_ci95_low,roc_auc_ci95_high
repeated_nested_swt_svm,5,355,5,4,300,10.0,scale,0.8771830985915493,0.0025195132140843103,0.8740547097406222,0.8803114874424764,0.8496376811594203,0.014321661851158723,0.8318549892443883,0.8674203730744523,0.8312565160629957,0.005789630442442139,0.8240677403797108,0.8384452917462806,0.695104935587486,0.01273293445891316,0.6792949092783653,0.7109149618966066,0.8,0.03839430604583061,0.7523271724468751,0.847672827553125,0.7432585544545505,0.011184138889407938,0.729371611844662,0.7571454970644389,0.9403284922016344,0.010150073135150947,0.9277255118105823,0.9529314725926865,0.8992753623188406,0.010375232654548091,0.8863928094587002,0.912157915178981,0.9192544776714409,0.001709175234366593,0.9171322563163063,0.9213766990265754,0.9267932489451477,0.006618641285557546,0.9185751203438458,0.9350113775464496
