method,n_repeats,n_subjects,outer_folds_per_repeat,inner_folds,selected_features,C,gamma,accuracy_mean,accuracy_std,accuracy_ci95_low,accuracy_ci95_high,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,macro_f1_mean,macro_f1_std,macro_f1_ci95_low,macro_f1_ci95_high,healthy_precision_mean,healthy_precision_std,healthy_precision_ci95_low,healthy_precision_ci95_high,healthy_recall_mean,healthy_recall_std,healthy_recall_ci95_low,healthy_recall_ci95_high,healthy_f1_mean,healthy_f1_std,healthy_f1_ci95_low,healthy_f1_ci95_high,parkinson_precision_mean,parkinson_precision_std,parkinson_precision_ci95_low,parkinson_precision_ci95_high,parkinson_recall_mean,parkinson_recall_std,parkinson_recall_ci95_low,parkinson_recall_ci95_high,parkinson_f1_mean,parkinson_f1_std,parkinson_f1_ci95_low,parkinson_f1_ci95_high,roc_auc_mean,roc_auc_std,roc_auc_ci95_low,roc_auc_ci95_high
repeated_nested_wpt_svm,5,355,5,4,300,10.0,scale,0.8704225352112676,0.014500887522516942,0.8524173052325561,0.888427765189979,0.8470968629609246,0.011021649326338251,0.8334116777915835,0.8607820481302656,0.8245462626596944,0.015369396483756879,0.805462636371694,0.8436298889476949,0.6778125746474568,0.04166384621286285,0.6260800767782467,0.7295450725166669,0.8050632911392406,0.029141428944864153,0.7688794279621897,0.8412471543162915,0.7348996860836059,0.020621348859293745,0.7092948996106206,0.7605044725565911,0.9410850520633165,0.0075047295304386365,0.9317666995891142,0.9504034045375188,0.8891304347826088,0.02314307162705983,0.8603945159354376,0.91786635362978,0.914192839235783,0.01068161448755532,0.9009298630838938,0.9274558153876722,0.9207209686296093,0.0021257456100219536,0.9180815068363053,0.9233604304229133
